class,canonical,status,oc_names,swift_names,oc_support_names,oc_files,swift_files,oc_support_files
Array,adddistributeto,swift_only,,addDistributeTo,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/UIView/UIView+SnapKit.swift:305,
Array,addto,swift_only,,addTo,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/UIView/UIView+SnapKit.swift:293,
AttributeContainer,adaptiveimageglyph,swift_only,,byAdaptiveImageGlyph,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/Others@SDK/UIKitAttributes.swift:188,
AttributeContainer,attachment,swift_only,,byAttachment,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/Others@SDK/UIKitAttributes.swift:148,
AttributeContainer,backgroundcolor,swift_only,,byBackgroundColor,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/Others@SDK/UIKitAttributes.swift:43,
AttributeContainer,baselineoffset,swift_only,,byBaselineOffset,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/Others@SDK/UIKitAttributes.swift:123,
AttributeContainer,expansion,swift_only,,byExpansion,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/Others@SDK/UIKitAttributes.swift:166,
AttributeContainer,font,swift_only,,byFont,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/Others@SDK/UIKitAttributes.swift:19,
AttributeContainer,foregroundcolor,swift_only,,byForegroundColor,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/Others@SDK/UIKitAttributes.swift:35,
AttributeContainer,kern,swift_only,,byKern,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/Others@SDK/UIKitAttributes.swift:59,
AttributeContainer,ligature,swift_only,,byLigature,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/Others@SDK/UIKitAttributes.swift:51,
AttributeContainer,obliqueness,swift_only,,byObliqueness,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/Others@SDK/UIKitAttributes.swift:157,
AttributeContainer,paragraphstyle,swift_only,,byParagraphStyle,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/Others@SDK/UIKitAttributes.swift:27,
AttributeContainer,shadow,swift_only,,byShadow,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/Others@SDK/UIKitAttributes.swift:107,
AttributeContainer,strikethroughcolor,swift_only,,byStrikethroughColor,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/Others@SDK/UIKitAttributes.swift:139,
AttributeContainer,strikethroughstyle,swift_only,,byStrikethroughStyle,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/Others@SDK/UIKitAttributes.swift:75,
AttributeContainer,strokecolor,swift_only,,byStrokeColor,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/Others@SDK/UIKitAttributes.swift:91,
AttributeContainer,strokewidth,swift_only,,byStrokeWidth,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/Others@SDK/UIKitAttributes.swift:99,
AttributeContainer,texteffect,swift_only,,byTextEffect,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/Others@SDK/UIKitAttributes.swift:115,
AttributeContainer,textitemtag,swift_only,,byTextItemTag,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/Others@SDK/UIKitAttributes.swift:177,
AttributeContainer,tracking,swift_only,,byTracking,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/Others@SDK/UIKitAttributes.swift:67,
AttributeContainer,uikit,swift_only,,byUIKit,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/Others@SDK/UIKitAttributes.swift:196,
AttributeContainer,underlinecolor,swift_only,,byUnderlineColor,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/Others@SDK/UIKitAttributes.swift:131,
AttributeContainer,underlinestyle,swift_only,,byUnderlineStyle,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/Others@SDK/UIKitAttributes.swift:83,
CADisplayLink,frameinterval,oc_only,byFrameInterval,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/CADisplayLink+DSLs/CADisplayLink+DSL/CADisplayLink+DSL.h:25; JobsByPods/JobsOCDSL@Pods/Core/UIKit/CADisplayLink+DSLs/CADisplayLink+DSL/CADisplayLink+DSL.m:17,,
CADisplayLink,invalidate,oc_only,byInvalidate,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/CADisplayLink+DSLs/CADisplayLink+DSL/CADisplayLink+DSL.h:27; JobsByPods/JobsOCDSL@Pods/Core/UIKit/CADisplayLink+DSLs/CADisplayLink+DSL/CADisplayLink+DSL.m:35,,
CADisplayLink,paused,oc_only,byPaused,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/CADisplayLink+DSLs/CADisplayLink+DSL/CADisplayLink+DSL.h:24; JobsByPods/JobsOCDSL@Pods/Core/UIKit/CADisplayLink+DSLs/CADisplayLink+DSL/CADisplayLink+DSL.m:8,,
CADisplayLink,preferredframeraterange,oc_only,byPreferredFrameRateRange,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/CADisplayLink+DSLs/CADisplayLink+DSL/CADisplayLink+DSL.h:29; JobsByPods/JobsOCDSL@Pods/Core/UIKit/CADisplayLink+DSLs/CADisplayLink+DSL/CADisplayLink+DSL.m:44,,
CADisplayLink,preferredframespersecond,oc_only,byPreferredFramesPerSecond,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/CADisplayLink+DSLs/CADisplayLink+DSL/CADisplayLink+DSL.h:26; JobsByPods/JobsOCDSL@Pods/Core/UIKit/CADisplayLink+DSLs/CADisplayLink+DSL/CADisplayLink+DSL.m:26,,
CALayer,addanimation,support_only,,,addAnimation,,,JobsByPods/JobsByOCPods@Pods/Core/UIKit/CALayer/CALayer+Extra/CALayer+Extra.h:33; JobsByPods/JobsByOCPods@Pods/Core/UIKit/CALayer/CALayer+Extra/CALayer+Extra.m:31
CALayer,addanimationby,support_only,,,addAnimationBy,,,JobsByPods/JobsByOCPods@Pods/Core/UIKit/CALayer/CALayer+Extra/CALayer+Extra.h:31; JobsByPods/JobsByOCPods@Pods/Core/UIKit/CALayer/CALayer+Extra/CALayer+Extra.m:12
CALayer,addsublayer,support_only,,,addSublayer,,,JobsByPods/JobsBaseUI@Pods/Support/UIKit/CALayer/CALayer+Extra/CALayer+Extra.h:36; JobsByPods/JobsBaseUI@Pods/Support/UIKit/CALayer/CALayer+Extra/CALayer+Extra.m:48; JobsByPods/JobsByOCPods@Pods/Core/UIKit/CALayer/CALayer+Extra/CALayer+Extra.h:61; JobsByPods/JobsByOCPods@Pods/Core/UIKit/CALayer/CALayer+Extra/CALayer+Extra.m:153
CAPropertyAnimation,additiveby,support_only,,,additiveBy,,,JobsByPods/JobsByOCPods@Pods/Core/UIKit/CAPropertyAnimation/CAPropertyAnimation+Extra/CAPropertyAnimation+Extra.h:30; JobsByPods/JobsByOCPods@Pods/Core/UIKit/CAPropertyAnimation/CAPropertyAnimation+Extra/CAPropertyAnimation+Extra.m:21
DateFormatter,amsymbol,swift_only,,byAMSymbol,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:122,
DateFormatter,calendar,swift_only,,byCalendar,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:66,
DateFormatter,dateformat,swift_only,,byDateFormat,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:18,
DateFormatter,datestyle,swift_only,,byDateStyle,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:33,
DateFormatter,defaultdate,swift_only,,byDefaultDate,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:108,
DateFormatter,doesrelativedateformatting,swift_only,,byDoesRelativeDateFormatting,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:91,
DateFormatter,erasymbols,swift_only,,byEraSymbols,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:134,
DateFormatter,formatterbehavior,swift_only,,byFormatterBehavior,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:78,
DateFormatter,formattingcontext,swift_only,,byFormattingContext,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:116,
DateFormatter,generatescalendardates,swift_only,,byGeneratesCalendarDates,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:72,
DateFormatter,gregorianstartdate,swift_only,,byGregorianStartDate,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:242,
DateFormatter,lenient,swift_only,,byLenient,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:85,
DateFormatter,locale,swift_only,,byLocale,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:54,
DateFormatter,localizedtemplate,swift_only,,byLocalizedTemplate,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:25,
DateFormatter,longerasymbols,swift_only,,byLongEraSymbols,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:140,
DateFormatter,monthsymbols,swift_only,,byMonthSymbols,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:146,
DateFormatter,pmsymbol,swift_only,,byPMSymbol,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:128,
DateFormatter,quartersymbols,swift_only,,byQuarterSymbols,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:218,
DateFormatter,relativedateformatting,swift_only,,byRelativeDateFormatting,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:97,
DateFormatter,shortmonthsymbols,swift_only,,byShortMonthSymbols,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:152,
DateFormatter,shortquartersymbols,swift_only,,byShortQuarterSymbols,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:224,
DateFormatter,shortstandalonemonthsymbols,swift_only,,byShortStandaloneMonthSymbols,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:170,
DateFormatter,shortstandalonequartersymbols,swift_only,,byShortStandaloneQuarterSymbols,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:236,
DateFormatter,shortstandaloneweekdaysymbols,swift_only,,byShortStandaloneWeekdaySymbols,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:206,
DateFormatter,shortweekdaysymbols,swift_only,,byShortWeekdaySymbols,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:188,
DateFormatter,standalonemonthsymbols,swift_only,,byStandaloneMonthSymbols,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:164,
DateFormatter,standalonequartersymbols,swift_only,,byStandaloneQuarterSymbols,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:230,
DateFormatter,standaloneweekdaysymbols,swift_only,,byStandaloneWeekdaySymbols,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:200,
DateFormatter,timestyle,swift_only,,byTimeStyle,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:39,
DateFormatter,timezone,swift_only,,byTimeZone,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:60,
DateFormatter,twodigitstartdate,swift_only,,byTwoDigitStartDate,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:102,
DateFormatter,veryshortmonthsymbols,swift_only,,byVeryShortMonthSymbols,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:158,
DateFormatter,veryshortstandalonemonthsymbols,swift_only,,byVeryShortStandaloneMonthSymbols,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:176,
DateFormatter,veryshortstandaloneweekdaysymbols,swift_only,,byVeryShortStandaloneWeekdaySymbols,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:212,
DateFormatter,veryshortweekdaysymbols,swift_only,,byVeryShortWeekdaySymbols,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:194,
DateFormatter,weekdaysymbols,swift_only,,byWeekdaySymbols,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/DateFormatter/DateFormatter+DSL.swift:182,
JobsFooterAnimator,idledescription,swift_only,,byIdleDescription,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/UIScrollView/UIScrollView+ESPullToRefresh.swift:380,
JobsFooterAnimator,loadingmoredescription,swift_only,,byLoadingMoreDescription,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/UIScrollView/UIScrollView+ESPullToRefresh.swift:392,
JobsFooterAnimator,nomoredatadescription,swift_only,,byNoMoreDataDescription,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/UIScrollView/UIScrollView+ESPullToRefresh.swift:398,
JobsFooterAnimator,releasetorefreshdescription,swift_only,,byReleaseToRefreshDescription,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/UIScrollView/UIScrollView+ESPullToRefresh.swift:386,
JobsHeaderAnimator,idledescription,swift_only,,byIdleDescription,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/UIScrollView/UIScrollView+ESPullToRefresh.swift:341,
JobsHeaderAnimator,loadingdescription,swift_only,,byLoadingDescription,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/UIScrollView/UIScrollView+ESPullToRefresh.swift:353,
JobsHeaderAnimator,nomoredatadescription,swift_only,,byNoMoreDataDescription,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/UIScrollView/UIScrollView+ESPullToRefresh.swift:359,
JobsHeaderAnimator,releasetorefreshdescription,swift_only,,byReleaseToRefreshDescription,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/UIScrollView/UIScrollView+ESPullToRefresh.swift:347,
LottieAnimationView,backgroundbehavior,swift_only,,byBackgroundBehavior,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/UIView/UIView+Lottie.swift:157,
LottieAnimationView,loop,swift_only,,byLoop,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/UIView/UIView+Lottie.swift:148,
LottieAnimationView,lottiecontentmode,swift_only,,byLottieContentMode,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/UIView/UIView+Lottie.swift:154,
LottieAnimationView,speed,swift_only,,bySpeed,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/UIView/UIView+Lottie.swift:151,
NSDate,addingtimeinterval,support_only,,,byAddingTimeInterval,,,JobsByPods/JobsByOCPods@Pods/Core/UIKit/NSDate/NSDate+Extra/NSDate+Extra.h:50; JobsByPods/JobsByOCPods@Pods/Core/UIKit/NSDate/NSDate+Extra/NSDate+Extra.m:30
NSJSONSerialization,makedicbydata,support_only,,,makeDicByData,,,JobsByPods/JobsByOCPods@Pods/Core/UIKit/NSJSONSerialization/NSJSONSerialization+Extra/NSJSONSerialization+Extra.h:29; JobsByPods/JobsByOCPods@Pods/Core/UIKit/NSJSONSerialization/NSJSONSerialization+Extra/NSJSONSerialization+Extra.m:12
NSMutableArray,add,support_only,,,add,,,JobsByPods/JobsBaseUI@Pods/Support/UIKit/NSMutableArray/NSMutableArray+Extra/NSMutableArray+Extra.h:31; JobsByPods/JobsBaseUI@Pods/Support/UIKit/NSMutableArray/NSMutableArray+Extra/NSMutableArray+Extra.m:12; JobsByPods/JobsByOCPods@Pods/Core/UIKit/NSMutableArray/NSMutableArray+Extra/NSMutableArray+Extra.h:40; JobsByPods/JobsByOCPods@Pods/Core/UIKit/NSMutableArray/NSMutableArray+Extra/NSMutableArray+Extra.m:26
NSMutableArray,addby,support_only,,,addBy,,,JobsByPods/JobsByOCPods@Pods/Core/UIKit/NSMutableArray/NSMutableArray+Extra/NSMutableArray+Extra.h:44; JobsByPods/JobsByOCPods@Pods/Core/UIKit/NSMutableArray/NSMutableArray+Extra/NSMutableArray+Extra.m:48
NSMutableDictionary,add,support_only,,,add,,,JobsByPods/JobsBaseUI@Pods/Support/UIKit/NSMutableDictionary/NSMutableDictionary+Extra/NSMutableDictionary+Extra.h:38; JobsByPods/JobsBaseUI@Pods/Support/UIKit/NSMutableDictionary/NSMutableDictionary+Extra/NSMutableDictionary+Extra.m:12; JobsByPods/JobsByOCPods@Pods/Core/UIKit/NSMutableDictionary/NSMutableDictionary+Extra/NSMutableDictionary+Extra.h:30; JobsByPods/JobsByOCPods@Pods/Core/UIKit/NSMutableDictionary/NSMutableDictionary+Extra/NSMutableDictionary+Extra.m:12
NSMutableDictionary,addbydic,support_only,,,addByDic,,,JobsByPods/JobsBaseUI@Pods/Support/UIKit/NSMutableDictionary/NSMutableDictionary+Extra/NSMutableDictionary+Extra.h:39; JobsByPods/JobsBaseUI@Pods/Support/UIKit/NSMutableDictionary/NSMutableDictionary+Extra/NSMutableDictionary+Extra.m:21; JobsByPods/JobsByOCPods@Pods/Core/UIKit/NSMutableDictionary/NSMutableDictionary+Extra/NSMutableDictionary+Extra.h:31; JobsByPods/JobsByOCPods@Pods/Core/UIKit/NSMutableDictionary/NSMutableDictionary+Extra/NSMutableDictionary+Extra.m:21
NSMutableParagraphStyle,addtabstop,oc_only,byAddTabStop,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.h:53; JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.m:180,,
NSMutableParagraphStyle,allowsdefaulttighteningfortruncation,oc_only,byAllowsDefaultTighteningForTruncation,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.h:43; JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.m:112,,
NSMutableParagraphStyle,basewritingdirection,oc_only,byBaseWritingDirection,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.h:47; JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.m:141,,
NSMutableParagraphStyle,defaulttabinterval,oc_only,byDefaultTabInterval,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.h:39; JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.m:93,,
NSMutableParagraphStyle,firstlineheadindent,oc_only,byFirstLineHeadIndent,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.h:32; JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.m:30,,
NSMutableParagraphStyle,headindent,oc_only,byHeadIndent,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.h:33; JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.m:39,,
NSMutableParagraphStyle,hyphenationfactor,oc_only,byHyphenationFactor,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.h:41; JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.m:103,,
NSMutableParagraphStyle,linebreakmode,oc_only,byLineBreakMode,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.h:46; JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.m:132,,
NSMutableParagraphStyle,linebreakstrategy,oc_only,byLineBreakStrategy,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.h:48; JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.m:150,,
NSMutableParagraphStyle,lineheightmultiple,oc_only,byLineHeightMultiple,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.h:37; JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.m:75,,
NSMutableParagraphStyle,linespacing,oc_only,byLineSpacing,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.h:30; JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.m:12,,
NSMutableParagraphStyle,maximumlineheight,oc_only,byMaximumLineHeight,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.h:36; JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.m:66,,
NSMutableParagraphStyle,minimumlineheight,oc_only,byMinimumLineHeight,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.h:35; JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.m:57,,
NSMutableParagraphStyle,paragraphspacing,oc_only,byParagraphSpacing,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.h:31; JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.m:21,,
NSMutableParagraphStyle,paragraphspacingbefore,oc_only,byParagraphSpacingBefore,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.h:38; JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.m:84,,
NSMutableParagraphStyle,removetabstop,oc_only,byRemoveTabStop,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.h:54; JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.m:191,,
NSMutableParagraphStyle,setparagraphstyle,oc_only,bySetParagraphStyle,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.h:55; JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.m:202,,
NSMutableParagraphStyle,tabstops,oc_only,byTabStops,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.h:50; JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.m:160,,
NSMutableParagraphStyle,tailindent,oc_only,byTailIndent,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.h:34; JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.m:48,,
NSMutableParagraphStyle,textlists,oc_only,byTextLists,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.h:51; JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.m:170,,
NSMutableParagraphStyle,usesdefaulthyphenation,oc_only,byUsesDefaultHyphenation,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.h:44; JobsByPods/JobsOCDSL@Pods/Core/UIKit/NSMutableParagraphStyle+DSLs/NSMutableParagraphStyle+DSL/NSMutableParagraphStyle+DSL.m:122,,
NSMutableSet,add,support_only,,,add,,,JobsByPods/JobsByOCPods@Pods/Core/UIKit/NSMutableSet/NSMutableSet+Extra/NSMutableSet+Extra.h:29; JobsByPods/JobsByOCPods@Pods/Core/UIKit/NSMutableSet/NSMutableSet+Extra/NSMutableSet+Extra.m:12
