class,api_kind,api_name,selector_arity,expected_dsl,canonical,readonly,class_member,sdk_file,sdk_line,declaration
UIView,class_method,userInterfaceLayoutDirectionForSemanticContentAttribute,1,byUserInterfaceLayoutDirectionForSemanticContentAttribute,userinterfacelayoutdirectionforsemanticcontentattribute,,YES,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,176,+ (UIUserInterfaceLayoutDirection)userInterfaceLayoutDirectionForSemanticContentAttribute:(UISemanticContentAttribute)attribute API_AVAILABLE(ios(9.0));
UIView,property,effectiveUserInterfaceLayoutDirection,,byEffectiveUserInterfaceLayoutDirection,effectiveuserinterfacelayoutdirection,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,182,"@property (readonly, nonatomic) UIUserInterfaceLayoutDirection effectiveUserInterfaceLayoutDirection API_AVAILABLE(ios(10.0)) API_UNAVAILABLE(watchos);"
UIView,property,frame,,byFrame,frame,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,189,@property(nonatomic) CGRect frame;
UIView,property,bounds,,byBounds,bounds,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,192,@property(nonatomic) CGRect bounds;
UIView,property,center,,byCenter,center,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,193,@property(nonatomic) CGPoint center;
UIView,property,transform,,byTransform,transform,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,194,@property(nonatomic) CGAffineTransform transform;
UIView,property,transform3D,,byTransform3D,transform3d,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,195,"@property(nonatomic) CATransform3D transform3D API_AVAILABLE(ios(13.0), tvos(13.0)) API_UNAVAILABLE(watchos);"
UIView,property,contentScaleFactor,,byContentScaleFactor,contentscalefactor,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,196,@property(nonatomic) CGFloat contentScaleFactor API_AVAILABLE(ios(4.0));
UIView,property,anchorPoint,,byAnchorPoint,anchorpoint,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,199,@property(nonatomic) CGPoint anchorPoint API_AVAILABLE(ios(16.0)) API_UNAVAILABLE(watchos);
UIView,property,multipleTouchEnabled,,byMultipleTouchEnabled,multipletouchenabled,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,201,"@property(nonatomic,getter=isMultipleTouchEnabled) BOOL multipleTouchEnabled API_UNAVAILABLE(tvos);"
UIView,property,exclusiveTouch,,byExclusiveTouch,exclusivetouch,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,202,"@property(nonatomic,getter=isExclusiveTouch) BOOL exclusiveTouch API_UNAVAILABLE(tvos);"
UIView,property,autoresizesSubviews,,byAutoresizesSubviews,autoresizessubviews,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,212,@property(nonatomic) BOOL autoresizesSubviews;
UIView,property,autoresizingMask,,byAutoresizingMask,autoresizingmask,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,213,@property(nonatomic) UIViewAutoresizing autoresizingMask;
UIView,instance_method,sizeThatFits,1,bySizeThatFits,sizethatfits,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,215,- (CGSize)sizeThatFits:(CGSize)size;
UIView,instance_method,sizeToFit,0,bySizeToFit,sizetofit,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,216,- (void)sizeToFit;
UIView,property,superview,,bySuperview,superview,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,222,"@property(nullable, nonatomic,readonly) UIView *superview;"
UIView,property,subviews,,bySubviews,subviews,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,223,"@property(nonatomic,readonly,copy) NSArray<__kindof UIView *> *subviews;"
UIView,property,window,,byWindow,window,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,224,"@property(nullable, nonatomic,readonly) UIWindow *window;"
UIView,instance_method,removeFromSuperview,0,byRemoveFromSuperview,removefromsuperview,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,226,- (void)removeFromSuperview;
UIView,instance_method,addSubview,1,byAddSubview,addsubview,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,230,- (void)addSubview:(UIView *)view;
UIView,instance_method,bringSubviewToFront,1,byBringSubviewToFront,bringsubviewtofront,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,234,- (void)bringSubviewToFront:(UIView *)view;
UIView,instance_method,sendSubviewToBack,1,bySendSubviewToBack,sendsubviewtoback,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,235,- (void)sendSubviewToBack:(UIView *)view;
UIView,instance_method,didAddSubview,1,byDidAddSubview,didaddsubview,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,237,- (void)didAddSubview:(UIView *)subview;
UIView,instance_method,willRemoveSubview,1,byWillRemoveSubview,willremovesubview,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,238,- (void)willRemoveSubview:(UIView *)subview;
UIView,instance_method,willMoveToSuperview,1,byWillMoveToSuperview,willmovetosuperview,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,240,- (void)willMoveToSuperview:(nullable UIView *)newSuperview;
UIView,instance_method,didMoveToSuperview,0,byDidMoveToSuperview,didmovetosuperview,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,241,- (void)didMoveToSuperview;
UIView,instance_method,willMoveToWindow,1,byWillMoveToWindow,willmovetowindow,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,242,- (void)willMoveToWindow:(nullable UIWindow *)newWindow;
UIView,instance_method,didMoveToWindow,0,byDidMoveToWindow,didmovetowindow,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,243,- (void)didMoveToWindow;
UIView,instance_method,isDescendantOfView,1,byDescendantOfView,descendantofview,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,245,- (BOOL)isDescendantOfView:(UIView *)view;
UIView,instance_method,viewWithTag,1,byViewWithTag,viewwithtag,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,246,- (nullable __kindof UIView *)viewWithTag:(NSInteger)tag;
