class,api_kind,api_name,selector_arity,expected_dsl,canonical,readonly,class_member,sdk_file,sdk_line,declaration
UIView,class_method,setAnimationDelay,1,bySetAnimationDelay,setanimationdelay,,YES,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,558,"+ (void)setAnimationDelay:(NSTimeInterval)delay API_DEPRECATED(""Use the block-based animation API instead"", ios(2.0, 13.0)) API_UNAVAILABLE(visionos, watchos);"
UIView,class_method,setAnimationStartDate,1,bySetAnimationStartDate,setanimationstartdate,,YES,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,559,"+ (void)setAnimationStartDate:(NSDate *)startDate API_DEPRECATED(""Use the block-based animation API instead"", ios(2.0, 13.0)) API_UNAVAILABLE(visionos, watchos);"
UIView,class_method,setAnimationCurve,1,bySetAnimationCurve,setanimationcurve,,YES,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,560,"+ (void)setAnimationCurve:(UIViewAnimationCurve)curve API_DEPRECATED(""Use the block-based animation API instead"", ios(2.0, 13.0)) API_UNAVAILABLE(visionos, watchos);"
UIView,class_method,setAnimationRepeatCount,1,bySetAnimationRepeatCount,setanimationrepeatcount,,YES,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,561,"+ (void)setAnimationRepeatCount:(float)repeatCount API_DEPRECATED(""Use the block-based animation API instead"", ios(2.0, 13.0)) API_UNAVAILABLE(visionos, watchos);"
UIView,class_method,setAnimationRepeatAutoreverses,1,bySetAnimationRepeatAutoreverses,setanimationrepeatautoreverses,,YES,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,562,"+ (void)setAnimationRepeatAutoreverses:(BOOL)repeatAutoreverses API_DEPRECATED(""Use the block-based animation API instead"", ios(2.0, 13.0)) API_UNAVAILABLE(visionos, watchos);"
UIView,class_method,setAnimationBeginsFromCurrentState,1,bySetAnimationBeginsFromCurrentState,setanimationbeginsfromcurrentstate,,YES,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,563,"+ (void)setAnimationBeginsFromCurrentState:(BOOL)fromCurrentState API_DEPRECATED(""Use the block-based animation API instead"", ios(2.0, 13.0)) API_UNAVAILABLE(visionos, watchos);"
UIView,property,overrideUserInterfaceStyle,,byOverrideUserInterfaceStyle,overrideuserinterfacestyle,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,571,"@property (nonatomic) UIUserInterfaceStyle overrideUserInterfaceStyle API_AVAILABLE(ios(13.0), tvos(13.0)) API_UNAVAILABLE(watchos);"
UIView,property,minimumContentSizeCategory,,byMinimumContentSizeCategory,minimumcontentsizecategory,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,593,"@property (nonatomic, copy, nullable) UIContentSizeCategory minimumContentSizeCategory API_AVAILABLE(ios(15.0)) API_UNAVAILABLE(watchos);"
UIView,property,maximumContentSizeCategory,,byMaximumContentSizeCategory,maximumcontentsizecategory,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,594,"@property (nonatomic, copy, nullable) UIContentSizeCategory maximumContentSizeCategory API_AVAILABLE(ios(15.0)) API_UNAVAILABLE(watchos);"
UIView,property,appliedContentSizeCategoryLimitsDescription,,byAppliedContentSizeCategoryLimitsDescription,appliedcontentsizecategorylimitsdescription,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,599,"@property (nonatomic, copy, readonly) NSString *appliedContentSizeCategoryLimitsDescription API_AVAILABLE(ios(15.0)) API_UNAVAILABLE(watchos);"
UIView,property,traitOverrides,,byTraitOverrides,traitoverrides,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,606,"@property (nonatomic, readonly) id<UITraitOverrides> traitOverrides API_AVAILABLE(ios(17.0), tvos(17.0)) API_UNAVAILABLE(watchos);"
UIView,instance_method,updateTraitsIfNeeded,0,byUpdateTraitsIfNeeded,updatetraitsifneeded,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,610,"- (void)updateTraitsIfNeeded API_AVAILABLE(ios(17.0), tvos(17.0)) API_UNAVAILABLE(watchos);"
UIView,instance_method,layoutGuideForLayoutRegion,1,byLayoutGuideForLayoutRegion,layoutguideforlayoutregion,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,618,- (UILayoutGuide *)layoutGuideForLayoutRegion:(UIViewLayoutRegion *)layoutRegion NS_REFINED_FOR_SWIFT;
UIView,instance_method,edgeInsetsForLayoutRegion,1,byEdgeInsetsForLayoutRegion,edgeinsetsforlayoutregion,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,619,- (UIEdgeInsets)edgeInsetsForLayoutRegion:(UIViewLayoutRegion *)layoutRegion NS_REFINED_FOR_SWIFT;
UIView,instance_method,directionalEdgeInsetsForLayoutRegion,1,byDirectionalEdgeInsetsForLayoutRegion,directionaledgeinsetsforlayoutregion,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,620,- (NSDirectionalEdgeInsets)directionalEdgeInsetsForLayoutRegion:(UIViewLayoutRegion *)layoutRegion NS_REFINED_FOR_SWIFT;
UIView,property,cornerConfiguration,,byCornerConfiguration,cornerconfiguration,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,628,"@property (nonatomic, copy, nonnull) UICornerConfiguration *cornerConfiguration NS_REFINED_FOR_SWIFT;"
UIControl,property,enabled,,byEnabled,enabled,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,84,"@property(nonatomic,getter=isEnabled) BOOL enabled;"
UIControl,property,selected,,bySelected,selected,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,85,"@property(nonatomic,getter=isSelected) BOOL selected;"
UIControl,property,highlighted,,byHighlighted,highlighted,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,86,"@property(nonatomic,getter=isHighlighted) BOOL highlighted;"
UIControl,property,contentVerticalAlignment,,byContentVerticalAlignment,contentverticalalignment,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,87,@property(nonatomic) UIControlContentVerticalAlignment contentVerticalAlignment;
UIControl,property,contentHorizontalAlignment,,byContentHorizontalAlignment,contenthorizontalalignment,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,88,@property(nonatomic) UIControlContentHorizontalAlignment contentHorizontalAlignment;
UIControl,property,effectiveContentHorizontalAlignment,,byEffectiveContentHorizontalAlignment,effectivecontenthorizontalalignment,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,89,"@property(nonatomic, readonly) UIControlContentHorizontalAlignment effectiveContentHorizontalAlignment;"
UIControl,property,state,,byState,state,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,91,"@property(nonatomic,readonly) UIControlState state;"
UIControl,property,tracking,,byTracking,tracking,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,92,"@property(nonatomic,readonly,getter=isTracking) BOOL tracking;"
UIControl,property,touchInside,,byTouchInside,touchinside,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,93,"@property(nonatomic,readonly,getter=isTouchInside) BOOL touchInside;"
UIControl,instance_method,cancelTrackingWithEvent,1,byCancelTrackingWithEvent,canceltrackingwithevent,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,98,- (void)cancelTrackingWithEvent:(nullable UIEvent *)event;
UIControl,instance_method,performPrimaryAction,0,byPerformPrimaryAction,performprimaryaction,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,116,- (void)performPrimaryAction API_AVAILABLE(ios(17.4)) API_UNAVAILABLE(watchos);
UIControl,property,allTargets,,byAllTargets,alltargets,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,119,"@property(nonatomic,readonly) NSSet *allTargets;"
UIControl,property,allControlEvents,,byAllControlEvents,allcontrolevents,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,120,"@property(nonatomic,readonly) UIControlEvents allControlEvents;"
UIControl,instance_method,enumerateEventHandlers,1,byEnumerateEventHandlers,enumerateeventhandlers,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,125,"- (void)enumerateEventHandlers:(void (NS_NOESCAPE ^)(UIAction * _Nullable actionHandler, id _Nullable target, SEL _Nullable action, UIControlEvents controlEvents, BOOL *stop))iterator API_AVAILABLE(ios(14.0)) API_UNAVAILABLE(watchos);"
UIControl,instance_method,sendAction,1,bySendAction,sendaction,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,130,- (void)sendAction:(UIAction *)action API_AVAILABLE(ios(14.0)) API_UNAVAILABLE(watchos);
UIControl,instance_method,sendActionsForControlEvents,1,bySendActionsForControlEvents,sendactionsforcontrolevents,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,132,- (void)sendActionsForControlEvents:(UIControlEvents)controlEvents;
UIControl,property,contextMenuInteraction,,byContextMenuInteraction,contextmenuinteraction,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,135,"@property (nonatomic, readonly, strong, nullable) UIContextMenuInteraction *contextMenuInteraction API_AVAILABLE(ios(14.0), tvos(17.0)) API_UNAVAILABLE(watchos);"
UIControl,property,contextMenuInteractionEnabled,,byContextMenuInteractionEnabled,contextmenuinteractionenabled,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,137,"@property (nonatomic, readwrite, assign, getter = isContextMenuInteractionEnabled) BOOL contextMenuInteractionEnabled API_AVAILABLE(ios(14.0), tvos(17.0)) API_UNAVAILABLE(watchos);"
UIControl,property,showsMenuAsPrimaryAction,,byShowsMenuAsPrimaryAction,showsmenuasprimaryaction,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,139,"@property (nonatomic, readwrite, assign) BOOL showsMenuAsPrimaryAction API_AVAILABLE(ios(14.0), tvos(17.0)) API_UNAVAILABLE(watchos);"
UIControl,instance_method,menuAttachmentPointForConfiguration,1,byMenuAttachmentPointForConfiguration,menuattachmentpointforconfiguration,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,142,"- (CGPoint)menuAttachmentPointForConfiguration:(UIContextMenuConfiguration *)configuration API_AVAILABLE(ios(14.0), tvos(17.0)) API_UNAVAILABLE(watchos);"
UIControl,property,toolTip,,byToolTip,tooltip,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,145,"@property (nonatomic, copy, nullable) NSString *toolTip API_AVAILABLE(ios(15.0)) API_UNAVAILABLE(watchos, tvos);"
UIControl,property,toolTipInteraction,,byToolTipInteraction,tooltipinteraction,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,147,"@property (nonatomic, readonly, strong, nullable) UIToolTipInteraction *toolTipInteraction API_AVAILABLE(ios(15.0)) API_UNAVAILABLE(watchos, tvos);"
UIControl,property,symbolAnimationEnabled,,bySymbolAnimationEnabled,symbolanimationenabled,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,151,"@property (nonatomic, getter=isSymbolAnimationEnabled) BOOL symbolAnimationEnabled API_AVAILABLE(ios(17.0), tvos(17.0)) API_UNAVAILABLE(watchos);"
UILabel,property,text,,byText,text,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UILabel.h,35,"@property(nullable, nonatomic,copy) NSString *text;"
UILabel,property,font,,byFont,font,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UILabel.h,36,"@property(null_resettable, nonatomic,strong) UIFont *font UI_APPEARANCE_SELECTOR;"
UILabel,property,textColor,,byTextColor,textcolor,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UILabel.h,37,"@property(null_resettable, nonatomic,strong) UIColor *textColor UI_APPEARANCE_SELECTOR;"
UILabel,property,preferredVibrancy,,byPreferredVibrancy,preferredvibrancy,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UILabel.h,52,"@property (nonatomic) UILabelVibrancy preferredVibrancy UI_APPEARANCE_SELECTOR API_AVAILABLE(visionos(1.0), ios(17.0), tvos(17.0)) API_UNAVAILABLE(watchos);"
UILabel,property,shadowColor,,byShadowColor,shadowcolor,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UILabel.h,54,"@property(nullable, nonatomic,strong) UIColor *shadowColor UI_APPEARANCE_SELECTOR;"
UILabel,property,shadowOffset,,byShadowOffset,shadowoffset,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UILabel.h,55,@property(nonatomic) CGSize shadowOffset UI_APPEARANCE_SELECTOR;
UILabel,property,textAlignment,,byTextAlignment,textalignment,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UILabel.h,56,@property(nonatomic) NSTextAlignment textAlignment;
UILabel,property,lineBreakMode,,byLineBreakMode,linebreakmode,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UILabel.h,57,@property(nonatomic) NSLineBreakMode lineBreakMode;
UILabel,property,attributedText,,byAttributedText,attributedtext,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UILabel.h,60,"@property(nullable, nonatomic,copy) NSAttributedString *attributedText API_AVAILABLE(ios(6.0));"
UILabel,property,highlightedTextColor,,byHighlightedTextColor,highlightedtextcolor,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UILabel.h,64,"@property(nullable, nonatomic,strong) UIColor *highlightedTextColor UI_APPEARANCE_SELECTOR;"
UILabel,property,highlighted,,byHighlighted,highlighted,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UILabel.h,65,"@property(nonatomic,getter=isHighlighted) BOOL highlighted;"
UILabel,property,userInteractionEnabled,,byUserInteractionEnabled,userinteractionenabled,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UILabel.h,67,"@property(nonatomic,getter=isUserInteractionEnabled) BOOL userInteractionEnabled;"
UILabel,property,enabled,,byEnabled,enabled,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UILabel.h,68,"@property(nonatomic,getter=isEnabled) BOOL enabled;"
UILabel,property,numberOfLines,,byNumberOfLines,numberoflines,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UILabel.h,74,@property(nonatomic) NSInteger numberOfLines;
UILabel,property,adjustsFontSizeToFitWidth,,byAdjustsFontSizeToFitWidth,adjustsfontsizetofitwidth,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UILabel.h,79,@property(nonatomic) BOOL adjustsFontSizeToFitWidth;
UILabel,property,baselineAdjustment,,byBaselineAdjustment,baselineadjustment,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UILabel.h,80,@property(nonatomic) UIBaselineAdjustment baselineAdjustment;
UILabel,property,minimumScaleFactor,,byMinimumScaleFactor,minimumscalefactor,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UILabel.h,81,@property(nonatomic) CGFloat minimumScaleFactor API_AVAILABLE(ios(6.0));
UILabel,property,allowsDefaultTighteningForTruncation,,byAllowsDefaultTighteningForTruncation,allowsdefaulttighteningfortruncation,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UILabel.h,86,@property(nonatomic) BOOL allowsDefaultTighteningForTruncation API_AVAILABLE(ios(9.0));
UILabel,property,lineBreakStrategy,,byLineBreakStrategy,linebreakstrategy,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UILabel.h,91,"@property(nonatomic) NSLineBreakStrategy lineBreakStrategy API_AVAILABLE(ios(14.0), tvos(14.0)) API_UNAVAILABLE(watchos);"
UILabel,instance_method,drawTextInRect,1,byDrawTextInRect,drawtextinrect,,NO,System/Library/Frameworks/UIKit.framework/Headers/UILabel.h,97,- (void)drawTextInRect:(CGRect)rect;
UILabel,property,preferredMaxLayoutWidth,,byPreferredMaxLayoutWidth,preferredmaxlayoutwidth,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UILabel.h,102,@property(nonatomic) CGFloat preferredMaxLayoutWidth API_AVAILABLE(ios(6.0));
UILabel,property,enablesMarqueeWhenAncestorFocused,,byEnablesMarqueeWhenAncestorFocused,enablesmarqueewhenancestorfocused,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UILabel.h,106,"@property (nonatomic) BOOL enablesMarqueeWhenAncestorFocused API_AVAILABLE(tvos(12.0)) API_UNAVAILABLE(ios, watchos);"
UILabel,property,showsExpansionTextWhenTruncated,,byShowsExpansionTextWhenTruncated,showsexpansiontextwhentruncated,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UILabel.h,109,@property (nonatomic) BOOL showsExpansionTextWhenTruncated API_AVAILABLE(macCatalyst(15.0)) API_UNAVAILABLE(watchos);
UILabel,property,minimumFontSize,,byMinimumFontSize,minimumfontsize,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UILabel.h,113,"@property(nonatomic) CGFloat minimumFontSize API_DEPRECATED("""", ios(2.0, 6.0)) API_UNAVAILABLE(tvos) API_UNAVAILABLE(visionos, watchos);"
UILabel,property,adjustsLetterSpacingToFitWidth,,byAdjustsLetterSpacingToFitWidth,adjustsletterspacingtofitwidth,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UILabel.h,116,"@property(nonatomic) BOOL adjustsLetterSpacingToFitWidth API_DEPRECATED("""", ios(6.0, 7.0)) API_UNAVAILABLE(tvos) API_UNAVAILABLE(visionos, watchos);"
UIButton,class_method,buttonWithType,1,byButtonWithType,buttonwithtype,,YES,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,57,+ (instancetype)buttonWithType:(UIButtonType)buttonType;
UIButton,class_method,systemButtonWithPrimaryAction,1,bySystemButtonWithPrimaryAction,systembuttonwithprimaryaction,,YES,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,60,+ (instancetype)systemButtonWithPrimaryAction:(nullable UIAction *)primaryAction API_AVAILABLE(ios(14.0)) API_UNAVAILABLE(watchos);
UIButton,property,configuration,,byConfiguration,configuration,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,68,"@property (nonatomic, readwrite, copy, nullable) UIButtonConfiguration *configuration API_AVAILABLE(ios(15.0), tvos(15.0)) API_UNAVAILABLE(watchos);"
UIButton,instance_method,setNeedsUpdateConfiguration,0,bySetNeedsUpdateConfiguration,setneedsupdateconfiguration,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,71,"- (void)setNeedsUpdateConfiguration API_AVAILABLE(ios(15.0), tvos(15.0)) API_UNAVAILABLE(watchos);"
UIButton,instance_method,updateConfiguration,0,byUpdateConfiguration,updateconfiguration,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,74,"- (void)updateConfiguration API_AVAILABLE(ios(15.0), tvos(15.0)) API_UNAVAILABLE(watchos);"
UIButton,property,configurationUpdateHandler,,byConfigurationUpdateHandler,configurationupdatehandler,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,77,"@property (nonatomic, readwrite, copy, nullable) UIButtonConfigurationUpdateHandler configurationUpdateHandler API_AVAILABLE(ios(15.0), tvos(15.0)) API_UNAVAILABLE(watchos);"
UIButton,property,automaticallyUpdatesConfiguration,,byAutomaticallyUpdatesConfiguration,automaticallyupdatesconfiguration,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,80,"@property (nonatomic, readwrite, assign) BOOL automaticallyUpdatesConfiguration API_AVAILABLE(ios(15.0), tvos(15.0)) API_UNAVAILABLE(watchos);"
UIButton,property,tintColor,,byTintColor,tintcolor,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,82,"@property(null_resettable, nonatomic,strong) UIColor *tintColor API_AVAILABLE(ios(5.0));"
UIButton,property,buttonType,,byButtonType,buttontype,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,83,"@property(nonatomic,readonly) UIButtonType buttonType;"
UIButton,property,hovered,,byHovered,hovered,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,86,"@property (nonatomic, assign, readonly, getter = isHovered) BOOL hovered API_AVAILABLE(ios(15.0), tvos(15.0)) API_UNAVAILABLE(watchos);"
UIButton,property,held,,byHeld,held,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,89,"@property (nonatomic, assign, readonly, getter = isHeld) BOOL held API_AVAILABLE(ios(15.0), tvos(15.0)) API_UNAVAILABLE(watchos);"
UIButton,property,role,,byRole,role,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,91,@property (nonatomic) UIButtonRole role API_AVAILABLE(ios(14.0)) API_UNAVAILABLE(watchos);
UIButton,property,pointerInteractionEnabled,,byPointerInteractionEnabled,pointerinteractionenabled,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,94,"@property (nonatomic, readwrite, assign, getter = isPointerInteractionEnabled) BOOL pointerInteractionEnabled API_AVAILABLE(ios(13.4)) API_UNAVAILABLE(watchos, tvos);"
UIButton,property,pointerStyleProvider,,byPointerStyleProvider,pointerstyleprovider,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,97,"@property (nonatomic, readwrite, copy, nullable) UIButtonPointerStyleProvider pointerStyleProvider API_AVAILABLE(ios(13.4)) API_UNAVAILABLE(watchos, tvos) NS_REFINED_FOR_SWIFT;"
UIButton,property,menu,,byMenu,menu,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,100,"@property (nonatomic, readwrite, copy, nullable) UIMenu *menu API_AVAILABLE(ios(14.0), tvos(17.0)) API_UNAVAILABLE(watchos);"
UIButton,property,preferredMenuElementOrder,,byPreferredMenuElementOrder,preferredmenuelementorder,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,103,"@property (nonatomic) UIContextMenuConfigurationElementOrder preferredMenuElementOrder API_AVAILABLE(ios(16.0), tvos(17.0)) API_UNAVAILABLE(watchos);"
UIButton,property,changesSelectionAsPrimaryAction,,byChangesSelectionAsPrimaryAction,changesselectionasprimaryaction,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,108,"@property (nonatomic, readwrite, assign) BOOL changesSelectionAsPrimaryAction API_AVAILABLE(ios(15.0), tvos(17.0)) API_UNAVAILABLE(watchos);"
UIButton,instance_method,titleForState,1,byTitleForState,titleforstate,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,122,- (nullable NSString *)titleForState:(UIControlState)state;
UIButton,instance_method,titleColorForState,1,byTitleColorForState,titlecolorforstate,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,123,- (nullable UIColor *)titleColorForState:(UIControlState)state;
UIButton,instance_method,titleShadowColorForState,1,byTitleShadowColorForState,titleshadowcolorforstate,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,124,- (nullable UIColor *)titleShadowColorForState:(UIControlState)state;
UIButton,instance_method,imageForState,1,byImageForState,imageforstate,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,125,- (nullable UIImage *)imageForState:(UIControlState)state;
UIButton,instance_method,backgroundImageForState,1,byBackgroundImageForState,backgroundimageforstate,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,126,- (nullable UIImage *)backgroundImageForState:(UIControlState)state;
UIButton,instance_method,preferredSymbolConfigurationForImageInState,1,byPreferredSymbolConfigurationForImageInState,preferredsymbolconfigurationforimageinstate,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,127,"- (nullable UIImageSymbolConfiguration *)preferredSymbolConfigurationForImageInState:(UIControlState)state API_AVAILABLE(ios(13.0), tvos(13.0)) API_UNAVAILABLE(watchos);"
UIButton,instance_method,attributedTitleForState,1,byAttributedTitleForState,attributedtitleforstate,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,128,- (nullable NSAttributedString *)attributedTitleForState:(UIControlState)state API_AVAILABLE(ios(6.0));
UIButton,property,currentTitle,,byCurrentTitle,currenttitle,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,134,"@property(nullable, nonatomic,readonly,strong) NSString *currentTitle;"
UIButton,property,currentTitleColor,,byCurrentTitleColor,currenttitlecolor,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,135,"@property(nonatomic,readonly,strong) UIColor *currentTitleColor;"
UIButton,property,currentTitleShadowColor,,byCurrentTitleShadowColor,currenttitleshadowcolor,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,136,"@property(nullable, nonatomic,readonly,strong) UIColor *currentTitleShadowColor;"
UIButton,property,currentImage,,byCurrentImage,currentimage,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,137,"@property(nullable, nonatomic,readonly,strong) UIImage *currentImage;"
UIButton,property,currentBackgroundImage,,byCurrentBackgroundImage,currentbackgroundimage,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,138,"@property(nullable, nonatomic,readonly,strong) UIImage *currentBackgroundImage;"
UIButton,property,currentPreferredSymbolConfiguration,,byCurrentPreferredSymbolConfiguration,currentpreferredsymbolconfiguration,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,139,"@property(nullable, nonatomic,readonly,strong) UIImageSymbolConfiguration *currentPreferredSymbolConfiguration API_AVAILABLE(ios(13.0), tvos(13.0)) API_UNAVAILABLE(watchos);"
UIButton,property,currentAttributedTitle,,byCurrentAttributedTitle,currentattributedtitle,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,140,"@property(nullable, nonatomic,readonly,strong) NSAttributedString *currentAttributedTitle API_AVAILABLE(ios(6.0));"
UIButton,property,titleLabel,,byTitleLabel,titlelabel,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,143,"@property(nullable, nonatomic,readonly,strong) UILabel *titleLabel API_AVAILABLE(ios(3.0));"
UIButton,property,imageView,,byImageView,imageview,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,144,"@property(nullable, nonatomic,readonly,strong) UIImageView *imageView API_AVAILABLE(ios(3.0));"
UIButton,property,subtitleLabel,,bySubtitleLabel,subtitlelabel,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,146,"@property(nonatomic, readonly, strong, nullable) UILabel *subtitleLabel API_AVAILABLE(ios(15.0), tvos(15.0)) API_UNAVAILABLE(watchos);"
UIButton,property,font,,byFont,font,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,152,"@property(nonatomic,strong) UIFont *font API_DEPRECATED(""Specify an attributed title with a custom font"", ios(2.0, 3.0)) API_UNAVAILABLE(tvos) API_UNAVAILABLE(visionos, watchos);"
UIButton,property,lineBreakMode,,byLineBreakMode,linebreakmode,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,153,"@property(nonatomic) NSLineBreakMode lineBreakMode API_DEPRECATED(""Specify an attributed title with a customized paragraph style"", ios(2.0, 3.0)) API_UNAVAILABLE(tvos) API_UNAVAILABLE(visionos, watchos);"
UIButton,property,titleShadowOffset,,byTitleShadowOffset,titleshadowoffset,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,154,"@property(nonatomic) CGSize titleShadowOffset API_DEPRECATED(""Specify an attributed title with a customized shadow style"", ios(2.0, 3.0)) API_UNAVAILABLE(tvos) API_UNAVAILABLE(visionos, watchos);"
UIButton,property,contentEdgeInsets,,byContentEdgeInsets,contentedgeinsets,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIButton.h,157,"@property(nonatomic) UIEdgeInsets contentEdgeInsets API_DEPRECATED(""This property is ignored when using UIButtonConfiguration"", ios(2.0,15.0), tvos(2.0,15.0), visionos(1.0, 1.0)) UI_APPEARANCE_SELECTOR API_UNAVAILABLE(watchos);"
