class,api_kind,api_name,selector_arity,expected_dsl,canonical,readonly,class_member,sdk_file,sdk_line,declaration,coverage_status,recommended_action,oc_names,swift_names,oc_support_names,oc_files,swift_files,oc_support_files
UIView,property,layerClass,,byLayerClass,layerclass,YES,YES,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,150,"@property(class, nonatomic, readonly) Class layerClass;",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,property,userInteractionEnabled,,byUserInteractionEnabled,userinteractionenabled,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,156,"@property(nonatomic,getter=isUserInteractionEnabled) BOOL userInteractionEnabled;",covered_both,ok,byUserInteractionEnabled,byUserInteractionEnabled,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:176; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:107,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIView/UIView+DSL.swift:208; JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIView/UIView+DSL.swift:400,
UIView,instance_method,updatePropertiesIfNeeded,0,byUpdatePropertiesIfNeeded,updatepropertiesifneeded,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,256,"- (void)updatePropertiesIfNeeded API_AVAILABLE(ios(26.0), tvos(26.0), visionos(26.0)) API_UNAVAILABLE(watchos);",missing_both,add_both_if_chainable,,,,,,
UIView,instance_method,setNeedsLayout,0,bySetNeedsLayout,setneedslayout,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,259,- (void)setNeedsLayout;,covered_both,ok,bySetNeedsLayout,bySetNeedsLayout,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:242; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:558,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIView/UIView+DSL.swift:568,
UIView,instance_method,layoutIfNeeded,0,byLayoutIfNeeded,layoutifneeded,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,260,- (void)layoutIfNeeded;,covered_both,ok,byLayoutIfNeeded,byLayoutIfNeeded,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:243; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:567,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIView/UIView+DSL.swift:574,
UIView,instance_method,layoutSubviews,0,byLayoutSubviews,layoutsubviews,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,262,- (void)layoutSubviews;,missing_both,add_both_if_chainable,,,,,,
UIView,property,layoutMargins,,byLayoutMargins,layoutmargins,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,265,@property (nonatomic) UIEdgeInsets layoutMargins API_AVAILABLE(ios(8.0));,covered_both,ok,byLayoutMargins,byLayoutMargins,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:207; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:334,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIView/UIView+DSL.swift:169; JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIView/UIView+DSL.swift:361,
UIView,property,directionalLayoutMargins,,byDirectionalLayoutMargins,directionallayoutmargins,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,268,"@property (nonatomic) NSDirectionalEdgeInsets directionalLayoutMargins API_AVAILABLE(ios(11.0), tvos(11.0)) API_UNAVAILABLE(watchos);",covered_both,ok,byDirectionalLayoutMargins,byDirectionalLayoutMargins,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:208; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:344,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIView/UIView+DSL.swift:176; JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIView/UIView+DSL.swift:368,
UIView,property,preservesSuperviewLayoutMargins,,byPreservesSuperviewLayoutMargins,preservessuperviewlayoutmargins,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,270,@property (nonatomic) BOOL preservesSuperviewLayoutMargins API_AVAILABLE(ios(8.0));,covered_both,ok,byPreservesSuperviewLayoutMargins,byPreservesSuperviewLayoutMargins,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:209; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:354,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIView/UIView+DSL.swift:183; JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIView/UIView+DSL.swift:375,
UIView,property,insetsLayoutMarginsFromSafeArea,,byInsetsLayoutMarginsFromSafeArea,insetslayoutmarginsfromsafearea,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,271,"@property (nonatomic) BOOL insetsLayoutMarginsFromSafeArea API_AVAILABLE(ios(11.0), tvos(11.0)) API_UNAVAILABLE(watchos);",covered_both,ok,byInsetsLayoutMarginsFromSafeArea,byInsetsLayoutMarginsFromSafeArea,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:210; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:364,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIView/UIView+DSL.swift:190; JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIView/UIView+DSL.swift:382,
UIView,instance_method,layoutMarginsDidChange,0,byLayoutMarginsDidChange,layoutmarginsdidchange,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,273,- (void)layoutMarginsDidChange API_AVAILABLE(ios(8.0));,missing_both,add_both_if_chainable,,,,,,
UIView,property,safeAreaInsets,,bySafeAreaInsets,safeareainsets,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,275,"@property (nonatomic,readonly) UIEdgeInsets safeAreaInsets API_AVAILABLE(ios(11.0), tvos(11.0)) API_UNAVAILABLE(watchos);",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,instance_method,safeAreaInsetsDidChange,0,bySafeAreaInsetsDidChange,safeareainsetsdidchange,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,276,"- (void)safeAreaInsetsDidChange API_AVAILABLE(ios(11.0), tvos(11.0)) API_UNAVAILABLE(watchos);",missing_both,review_terminal_query,,,,,,
UIView,property,layoutMarginsGuide,,byLayoutMarginsGuide,layoutmarginsguide,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,279,"@property(readonly,strong) UILayoutGuide *layoutMarginsGuide API_AVAILABLE(ios(9.0));",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,property,readableContentGuide,,byReadableContentGuide,readablecontentguide,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,282,"@property (nonatomic, readonly, strong) UILayoutGuide *readableContentGuide API_AVAILABLE(ios(9.0));",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,property,safeAreaLayoutGuide,,bySafeAreaLayoutGuide,safearealayoutguide,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,285,"@property(nonatomic,readonly,strong) UILayoutGuide *safeAreaLayoutGuide API_AVAILABLE(ios(11.0), tvos(11.0)) API_UNAVAILABLE(watchos);",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,property,keyboardLayoutGuide,,byKeyboardLayoutGuide,keyboardlayoutguide,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,288,"@property(nonatomic,readonly,strong) UIKeyboardLayoutGuide *keyboardLayoutGuide API_AVAILABLE(ios(15.0)) API_UNAVAILABLE(tvos) API_UNAVAILABLE(watchos);",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,instance_method,drawRect,1,byDrawRect,drawrect,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,294,- (void)drawRect:(CGRect)rect;,missing_both,review_terminal_query,,,,,,
UIView,instance_method,setNeedsDisplay,0,bySetNeedsDisplay,setneedsdisplay,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,296,- (void)setNeedsDisplay;,missing_swift,add_swift_dsl,bySetNeedsDisplay,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:241; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:549,,
UIView,instance_method,setNeedsDisplayInRect,1,bySetNeedsDisplayInRect,setneedsdisplayinrect,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,297,- (void)setNeedsDisplayInRect:(CGRect)rect;,missing_swift,add_swift_dsl,bySetNeedsDisplayInRect,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:239; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:531,,
UIView,property,clipsToBounds,,byClipsToBounds,clipstobounds,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,299,@property(nonatomic) BOOL clipsToBounds;,covered_both,ok,byClipsToBounds,byClipsToBounds,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:191; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:203,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIView/UIView+DSL.swift:247; JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIView/UIView+DSL.swift:52,
UIView,property,backgroundColor,,byBackgroundColor,backgroundcolor,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,300,"@property(nullable, nonatomic,copy) UIColor *backgroundColor UI_APPEARANCE_SELECTOR;",missing_swift,add_swift_dsl,byBgColor,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:192; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:212,,
UIView,property,alpha,,byAlpha,alpha,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,301,@property(nonatomic) CGFloat alpha;,covered_both,ok,byAlpha,byAlpha,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:193; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:221,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIView/UIView+DSL.swift:235; JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIView/UIView+DSL.swift:24,
UIView,property,opaque,,byOpaque,opaque,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,302,"@property(nonatomic,getter=isOpaque) BOOL opaque;",missing_swift,add_swift_dsl,byOpaque,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:194; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:230,,
UIView,property,clearsContextBeforeDrawing,,byClearsContextBeforeDrawing,clearscontextbeforedrawing,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,303,@property(nonatomic) BOOL clearsContextBeforeDrawing;,missing_swift,add_swift_dsl,byClearsContextBeforeDrawing,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:195; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:239,,
UIView,property,hidden,,byHidden,hidden,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,304,"@property(nonatomic,getter=isHidden) BOOL hidden;",covered_both,ok,byHidden,byHidden,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:196; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:248,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIView/UIView+DSL.swift:18; JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIView/UIView+DSL.swift:229,
UIView,property,contentMode,,byContentMode,contentmode,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,305,@property(nonatomic) UIViewContentMode contentMode;,covered_both,ok,byContentMode,byContentMode,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:198; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:271,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIView/UIView+DSL.swift:196; JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIView/UIView+DSL.swift:388,
UIView,property,contentStretch,,byContentStretch,contentstretch,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,306,"@property(nonatomic) CGRect contentStretch API_DEPRECATED("""", ios(3.0, 6.0)) API_UNAVAILABLE(tvos) API_UNAVAILABLE(visionos, watchos);",missing_both,add_both_if_chainable,,,,,,
UIView,property,maskView,,byMaskView,maskview,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,308,"@property(nullable, nonatomic,strong) UIView *maskView API_AVAILABLE(ios(8.0));",missing_swift,add_swift_dsl,byMaskView,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:199; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:280,,
UIView,property,tintColor,,byTintColor,tintcolor,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,311,"@property(null_resettable, nonatomic, strong) UIColor *tintColor API_AVAILABLE(ios(7.0));",missing_swift,add_swift_dsl,byTintColor,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:200; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:289,,
UIView,property,tintAdjustmentMode,,byTintAdjustmentMode,tintadjustmentmode,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,314,@property(nonatomic) UIViewTintAdjustmentMode tintAdjustmentMode API_AVAILABLE(ios(7.0));,missing_swift,add_swift_dsl,byTintAdjustmentMode,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:201; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:298,,
UIView,instance_method,tintColorDidChange,0,byTintColorDidChange,tintcolordidchange,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,317,- (void)tintColorDidChange API_AVAILABLE(ios(7.0));,missing_both,add_both_if_chainable,,,,,,
UIView,class_method,setAnimationsEnabled,1,bySetAnimationsEnabled,setanimationsenabled,,YES,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,323,+ (void)setAnimationsEnabled:(BOOL)enabled;,missing_both,review_class_member,,,,,,
UIView,property,areAnimationsEnabled,,byAreAnimationsEnabled,areanimationsenabled,YES,YES,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,324,"@property(class, nonatomic, readonly) BOOL areAnimationsEnabled;",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,class_method,performWithoutAnimation,1,byPerformWithoutAnimation,performwithoutanimation,,YES,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,325,+ (void)performWithoutAnimation:(void (NS_NOESCAPE ^)(void))actionsWithoutAnimation API_AVAILABLE(ios(7.0));,missing_both,review_class_member,,,,,,
UIView,property,inheritedAnimationDuration,,byInheritedAnimationDuration,inheritedanimationduration,YES,YES,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,327,"@property(class, nonatomic, readonly) NSTimeInterval inheritedAnimationDuration API_AVAILABLE(ios(9.0));",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,property,gestureRecognizers,,byGestureRecognizers,gesturerecognizers,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,366,"@property(nullable, nonatomic,copy) NSArray<__kindof UIGestureRecognizer *> *gestureRecognizers API_AVAILABLE(ios(3.2));",missing_both,add_both_if_chainable,,,,,,
UIView,instance_method,addGestureRecognizer,1,byAddGestureRecognizer,addgesturerecognizer,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,368,- (void)addGestureRecognizer:(UIGestureRecognizer*)gestureRecognizer API_AVAILABLE(ios(3.2));,missing_swift,add_swift_dsl,"addGestureRecognizer, byAddGestureRecognizer",,addGestureRecognizer,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:235; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:493; JobsByPods/JobsOCDSL@Pods/Support/UIKit/UIView/UIView+Extra/UIView+Extra.h:24; JobsByPods/JobsOCDSL@Pods/Support/UIKit/UIView/UIView+Extra/UIView+Extra.m:21,,JobsByPods/JobsBaseUI@Pods/Support/UIKit/UIView/UIView+Extra/UIView+Extra.h:77; JobsByPods/JobsBaseUI@Pods/Support/UIKit/UIView/UIView+Extra/UIView+Extra.m:88; JobsByPods/JobsByOCPods@Pods/Core/UIKit/UIView/UIView+Extra/UIView+Extra.h:159; JobsByPods/JobsByOCPods@Pods/Core/UIKit/UIView/UIView+Extra/UIView+Extra.m:724; JobsByPods/JobsByOCPods@Pods/Core/UIKit/UIView/UIView+JHGestureBlock/UIView+JHGestureBlock.h:27; JobsByPods/JobsByOCPods@Pods/Core/UIKit/UIView/UIView+JHGestureBlock/UIView+JHGestureBlock.m:13
UIView,instance_method,removeGestureRecognizer,1,byRemoveGestureRecognizer,removegesturerecognizer,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,369,- (void)removeGestureRecognizer:(UIGestureRecognizer*)gestureRecognizer API_AVAILABLE(ios(3.2));,missing_swift,add_swift_dsl,byRemoveGestureRecognizer,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:236; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:502,,
UIView,instance_method,gestureRecognizerShouldBegin,1,byGestureRecognizerShouldBegin,gesturerecognizershouldbegin,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,374,- (BOOL)gestureRecognizerShouldBegin:(UIGestureRecognizer *)gestureRecognizer API_AVAILABLE(ios(6.0));,missing_both,review_terminal_query,,,,,,
UIView,instance_method,addMotionEffect,1,byAddMotionEffect,addmotioneffect,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,381,- (void)addMotionEffect:(UIMotionEffect *)effect API_AVAILABLE(ios(7.0));,missing_both,add_both_if_chainable,,,,,,
UIView,instance_method,removeMotionEffect,1,byRemoveMotionEffect,removemotioneffect,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,384,- (void)removeMotionEffect:(UIMotionEffect *)effect API_AVAILABLE(ios(7.0));,missing_both,add_both_if_chainable,,,,,,
UIView,property,motionEffects,,byMotionEffects,motioneffects,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,386,"@property (copy, nonatomic) NSArray<__kindof UIMotionEffect *> *motionEffects API_AVAILABLE(ios(7.0));",missing_both,add_both_if_chainable,,,,,,
UIView,property,constraints,,byConstraints,constraints,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,405,"@property(nonatomic,readonly) NSArray<__kindof NSLayoutConstraint *> *constraints API_AVAILABLE(ios(6.0));",missing_oc,review_readonly_terminal_or_skip,,byConstraints,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIView/UIView+DSL.swift:639,
UIView,instance_method,addConstraint,1,byAddConstraint,addconstraint,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,407,- (void)addConstraint:(NSLayoutConstraint *)constraint API_AVAILABLE(ios(6.0));,missing_both,add_both_if_chainable,,,,,,
UIView,instance_method,addConstraints,1,byAddConstraints,addconstraints,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,408,- (void)addConstraints:(NSArray<__kindof NSLayoutConstraint *> *)constraints API_AVAILABLE(ios(6.0));,missing_both,add_both_if_chainable,,,,,,
UIView,instance_method,removeConstraint,1,byRemoveConstraint,removeconstraint,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,409,- (void)removeConstraint:(NSLayoutConstraint *)constraint API_AVAILABLE(ios(6.0));,missing_both,add_both_if_chainable,,,,,,
UIView,instance_method,removeConstraints,1,byRemoveConstraints,removeconstraints,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,410,- (void)removeConstraints:(NSArray<__kindof NSLayoutConstraint *> *)constraints API_AVAILABLE(ios(6.0));,missing_oc,add_oc_dsl,,byRemoveConstraints,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/UIView/UIView+SnapKit.swift:127,
UIView,instance_method,updateConstraintsIfNeeded,0,byUpdateConstraintsIfNeeded,updateconstraintsifneeded,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,418,- (void)updateConstraintsIfNeeded API_AVAILABLE(ios(6.0));,missing_swift,add_swift_dsl,byUpdateConstraintsIfNeeded,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:246; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:594,,
UIView,instance_method,updateConstraints,0,byUpdateConstraints,updateconstraints,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,419,- (void)updateConstraints API_AVAILABLE(ios(6.0)) NS_REQUIRES_SUPER;,missing_oc,add_oc_dsl,,byUpdateConstraints,,,JobsByPods/JobsByUIKit@Pods/iOS.SDK/UIView/UIView+SnapKit.swift:120,
UIView,instance_method,needsUpdateConstraints,0,byNeedsUpdateConstraints,needsupdateconstraints,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,420,- (BOOL)needsUpdateConstraints API_AVAILABLE(ios(6.0));,missing_both,review_terminal_query,,,,,,
UIView,instance_method,setNeedsUpdateConstraints,0,bySetNeedsUpdateConstraints,setneedsupdateconstraints,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,421,- (void)setNeedsUpdateConstraints API_AVAILABLE(ios(6.0));,missing_swift,add_swift_dsl,bySetNeedsUpdateConstraints,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:245; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:585,,
UIView,property,translatesAutoresizingMaskIntoConstraints,,byTranslatesAutoresizingMaskIntoConstraints,translatesautoresizingmaskintoconstraints,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,429,@property(nonatomic) BOOL translatesAutoresizingMaskIntoConstraints API_AVAILABLE(ios(6.0));,missing_oc,add_oc_dsl,,byTranslatesAutoresizingMaskIntoConstraints,,,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIView/UIView+DSL.swift:220; JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIView/UIView+DSL.swift:406,
UIView,property,requiresConstraintBasedLayout,,byRequiresConstraintBasedLayout,requiresconstraintbasedlayout,YES,YES,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,432,"@property(class, nonatomic, readonly) BOOL requiresConstraintBasedLayout API_AVAILABLE(ios(6.0));",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,instance_method,alignmentRectForFrame,1,byAlignmentRectForFrame,alignmentrectforframe,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,443,- (CGRect)alignmentRectForFrame:(CGRect)frame API_AVAILABLE(ios(6.0));,missing_both,review_terminal_query,,,,,,
UIView,instance_method,frameForAlignmentRect,1,byFrameForAlignmentRect,frameforalignmentrect,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,444,- (CGRect)frameForAlignmentRect:(CGRect)alignmentRect API_AVAILABLE(ios(6.0));,missing_both,review_terminal_query,,,,,,
UIView,property,alignmentRectInsets,,byAlignmentRectInsets,alignmentrectinsets,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,447,"@property(nonatomic, readonly) UIEdgeInsets alignmentRectInsets API_AVAILABLE(ios(6.0));",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,instance_method,viewForBaselineLayout,0,byViewForBaselineLayout,viewforbaselinelayout,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,449,"- (UIView *)viewForBaselineLayout API_DEPRECATED(""Override -viewForFirstBaselineLayout or -viewForLastBaselineLayout as appropriate, instead"", ios(6.0, 9.0)) API_UNAVAILABLE(tvos) API_UNAVAILABLE(visionos, watchos);",missing_both,review_terminal_query,,,,,,
UIView,property,viewForFirstBaselineLayout,,byViewForFirstBaselineLayout,viewforfirstbaselinelayout,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,452,"@property(readonly,strong) UIView *viewForFirstBaselineLayout API_AVAILABLE(ios(9.0));",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,property,viewForLastBaselineLayout,,byViewForLastBaselineLayout,viewforlastbaselinelayout,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,455,"@property(readonly,strong) UIView *viewForLastBaselineLayout API_AVAILABLE(ios(9.0));",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,property,intrinsicContentSize,,byIntrinsicContentSize,intrinsiccontentsize,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,459,"@property(nonatomic, readonly) CGSize intrinsicContentSize API_AVAILABLE(ios(6.0));",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,instance_method,invalidateIntrinsicContentSize,0,byInvalidateIntrinsicContentSize,invalidateintrinsiccontentsize,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,460,- (void)invalidateIntrinsicContentSize API_AVAILABLE(ios(6.0));,missing_both,review_terminal_query,,,,,,
UIView,instance_method,contentHuggingPriorityForAxis,1,byContentHuggingPriorityForAxis,contenthuggingpriorityforaxis,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,462,- (UILayoutPriority)contentHuggingPriorityForAxis:(UILayoutConstraintAxis)axis API_AVAILABLE(ios(6.0));,missing_both,review_terminal_query,,,,,,
