class,api_kind,api_name,selector_arity,expected_dsl,canonical,readonly,class_member,sdk_file,sdk_line,declaration,coverage_status,recommended_action,oc_names,swift_names,oc_support_names,oc_files,swift_files,oc_support_files
UIView,property,layerClass,,byLayerClass,layerclass,YES,YES,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,150,"@property(class, nonatomic, readonly) Class layerClass;",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,property,userInteractionEnabled,,byUserInteractionEnabled,userinteractionenabled,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,156,"@property(nonatomic,getter=isUserInteractionEnabled) BOOL userInteractionEnabled;",covered_both,ok,byUserInteractionEnabled,byUserInteractionEnabled,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:176; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:107,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIView/UIView+DSL.swift:208; JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIView/UIView+DSL.swift:400,
UIView,instance_method,contentCompressionResistancePriorityForAxis,1,byContentCompressionResistancePriorityForAxis,contentcompressionresistancepriorityforaxis,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,465,- (UILayoutPriority)contentCompressionResistancePriorityForAxis:(UILayoutConstraintAxis)axis API_AVAILABLE(ios(6.0));,missing_both,review_terminal_query,,,,,,
UIView,instance_method,systemLayoutSizeFittingSize,1,bySystemLayoutSizeFittingSize,systemlayoutsizefittingsize,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,476,- (CGSize)systemLayoutSizeFittingSize:(CGSize)targetSize API_AVAILABLE(ios(6.0));,missing_both,review_terminal_query,,,,,,
UIView,property,layoutGuides,,byLayoutGuides,layoutguides,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,483,"@property(nonatomic,readonly,copy) NSArray<__kindof UILayoutGuide *> *layoutGuides API_AVAILABLE(ios(9.0));",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,instance_method,addLayoutGuide,1,byAddLayoutGuide,addlayoutguide,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,486,- (void)addLayoutGuide:(UILayoutGuide *)layoutGuide API_AVAILABLE(ios(9.0));,missing_both,add_both_if_chainable,,,,,,
UIView,instance_method,removeLayoutGuide,1,byRemoveLayoutGuide,removelayoutguide,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,489,- (void)removeLayoutGuide:(UILayoutGuide *)layoutGuide API_AVAILABLE(ios(9.0));,missing_both,add_both_if_chainable,,,,,,
UIView,property,leadingAnchor,,byLeadingAnchor,leadinganchor,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,495,"@property(nonatomic,readonly,strong) NSLayoutXAxisAnchor *leadingAnchor API_AVAILABLE(ios(9.0));",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,property,trailingAnchor,,byTrailingAnchor,trailinganchor,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,496,"@property(nonatomic,readonly,strong) NSLayoutXAxisAnchor *trailingAnchor API_AVAILABLE(ios(9.0));",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,property,leftAnchor,,byLeftAnchor,leftanchor,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,497,"@property(nonatomic,readonly,strong) NSLayoutXAxisAnchor *leftAnchor API_AVAILABLE(ios(9.0));",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,property,rightAnchor,,byRightAnchor,rightanchor,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,498,"@property(nonatomic,readonly,strong) NSLayoutXAxisAnchor *rightAnchor API_AVAILABLE(ios(9.0));",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,property,topAnchor,,byTopAnchor,topanchor,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,499,"@property(nonatomic,readonly,strong) NSLayoutYAxisAnchor *topAnchor API_AVAILABLE(ios(9.0));",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,property,bottomAnchor,,byBottomAnchor,bottomanchor,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,500,"@property(nonatomic,readonly,strong) NSLayoutYAxisAnchor *bottomAnchor API_AVAILABLE(ios(9.0));",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,property,widthAnchor,,byWidthAnchor,widthanchor,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,501,"@property(nonatomic,readonly,strong) NSLayoutDimension *widthAnchor API_AVAILABLE(ios(9.0));",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,property,heightAnchor,,byHeightAnchor,heightanchor,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,502,"@property(nonatomic,readonly,strong) NSLayoutDimension *heightAnchor API_AVAILABLE(ios(9.0));",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,property,centerXAnchor,,byCenterXAnchor,centerxanchor,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,503,"@property(nonatomic,readonly,strong) NSLayoutXAxisAnchor *centerXAnchor API_AVAILABLE(ios(9.0));",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,property,centerYAnchor,,byCenterYAnchor,centeryanchor,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,504,"@property(nonatomic,readonly,strong) NSLayoutYAxisAnchor *centerYAnchor API_AVAILABLE(ios(9.0));",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,property,firstBaselineAnchor,,byFirstBaselineAnchor,firstbaselineanchor,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,505,"@property(nonatomic,readonly,strong) NSLayoutYAxisAnchor *firstBaselineAnchor API_AVAILABLE(ios(9.0));",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,property,lastBaselineAnchor,,byLastBaselineAnchor,lastbaselineanchor,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,506,"@property(nonatomic,readonly,strong) NSLayoutYAxisAnchor *lastBaselineAnchor API_AVAILABLE(ios(9.0));",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,instance_method,constraintsAffectingLayoutForAxis,1,byConstraintsAffectingLayoutForAxis,constraintsaffectinglayoutforaxis,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,516,- (NSArray<__kindof NSLayoutConstraint *> *)constraintsAffectingLayoutForAxis:(UILayoutConstraintAxis)axis API_AVAILABLE(ios(6.0));,missing_both,review_terminal_query,,,,,,
UIView,property,hasAmbiguousLayout,,byHasAmbiguousLayout,hasambiguouslayout,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,519,"@property(nonatomic, readonly) BOOL hasAmbiguousLayout API_AVAILABLE(ios(6.0));",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,instance_method,exerciseAmbiguityInLayout,0,byExerciseAmbiguityInLayout,exerciseambiguityinlayout,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,521,- (void)exerciseAmbiguityInLayout API_AVAILABLE(ios(6.0));,missing_both,review_terminal_query,,,,,,
UIView,property,restorationIdentifier,,byRestorationIdentifier,restorationidentifier,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,535,"@property (nullable, nonatomic, copy) NSString *restorationIdentifier API_AVAILABLE(ios(6.0));",missing_both,add_both_if_chainable,,,,,,
UIView,instance_method,encodeRestorableStateWithCoder,1,byEncodeRestorableStateWithCoder,encoderestorablestatewithcoder,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,536,- (void) encodeRestorableStateWithCoder:(NSCoder *)coder API_AVAILABLE(ios(6.0));,missing_both,review_terminal_query,,,,,,
UIView,instance_method,decodeRestorableStateWithCoder,1,byDecodeRestorableStateWithCoder,decoderestorablestatewithcoder,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,537,- (void) decodeRestorableStateWithCoder:(NSCoder *)coder API_AVAILABLE(ios(6.0));,missing_both,review_terminal_query,,,,,,
UIView,instance_method,snapshotViewAfterScreenUpdates,1,bySnapshotViewAfterScreenUpdates,snapshotviewafterscreenupdates,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,542,- (nullable UIView *)snapshotViewAfterScreenUpdates:(BOOL)afterUpdates API_AVAILABLE(ios(7.0));,missing_both,review_terminal_query,,,,,,
UIView,class_method,commitAnimations,0,byCommitAnimations,commitanimations,,YES,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,553,"+ (void)commitAnimations API_DEPRECATED(""Use the block-based animation API instead"", ios(2.0, 13.0)) API_UNAVAILABLE(visionos, watchos);",missing_both,review_class_member,,,,,,
UIView,class_method,setAnimationDelegate,1,bySetAnimationDelegate,setanimationdelegate,,YES,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,554,"+ (void)setAnimationDelegate:(nullable id)delegate API_DEPRECATED(""Use the block-based animation API instead"", ios(2.0, 13.0)) API_UNAVAILABLE(visionos, watchos);",missing_both,review_class_member,,,,,,
UIView,class_method,setAnimationWillStartSelector,1,bySetAnimationWillStartSelector,setanimationwillstartselector,,YES,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,555,"+ (void)setAnimationWillStartSelector:(nullable SEL)selector API_DEPRECATED(""Use the block-based animation API instead"", ios(2.0, 13.0)) API_UNAVAILABLE(visionos, watchos);",missing_both,review_class_member,,,,,,
UIView,class_method,setAnimationDidStopSelector,1,bySetAnimationDidStopSelector,setanimationdidstopselector,,YES,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,556,"+ (void)setAnimationDidStopSelector:(nullable SEL)selector API_DEPRECATED(""Use the block-based animation API instead"", ios(2.0, 13.0)) API_UNAVAILABLE(visionos, watchos);",missing_both,review_class_member,,,,,,
UIView,class_method,setAnimationDuration,1,bySetAnimationDuration,setanimationduration,,YES,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,557,"+ (void)setAnimationDuration:(NSTimeInterval)duration API_DEPRECATED(""Use the block-based animation API instead"", ios(2.0, 13.0)) API_UNAVAILABLE(visionos, watchos);",missing_both,review_class_member,,,,,,
UIView,class_method,setAnimationDelay,1,bySetAnimationDelay,setanimationdelay,,YES,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,558,"+ (void)setAnimationDelay:(NSTimeInterval)delay API_DEPRECATED(""Use the block-based animation API instead"", ios(2.0, 13.0)) API_UNAVAILABLE(visionos, watchos);",missing_both,review_class_member,,,,,,
UIView,class_method,setAnimationStartDate,1,bySetAnimationStartDate,setanimationstartdate,,YES,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,559,"+ (void)setAnimationStartDate:(NSDate *)startDate API_DEPRECATED(""Use the block-based animation API instead"", ios(2.0, 13.0)) API_UNAVAILABLE(visionos, watchos);",missing_both,review_class_member,,,,,,
UIView,class_method,setAnimationCurve,1,bySetAnimationCurve,setanimationcurve,,YES,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,560,"+ (void)setAnimationCurve:(UIViewAnimationCurve)curve API_DEPRECATED(""Use the block-based animation API instead"", ios(2.0, 13.0)) API_UNAVAILABLE(visionos, watchos);",missing_both,review_class_member,,,,,,
UIView,class_method,setAnimationRepeatCount,1,bySetAnimationRepeatCount,setanimationrepeatcount,,YES,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,561,"+ (void)setAnimationRepeatCount:(float)repeatCount API_DEPRECATED(""Use the block-based animation API instead"", ios(2.0, 13.0)) API_UNAVAILABLE(visionos, watchos);",missing_both,review_class_member,,,,,,
UIView,class_method,setAnimationRepeatAutoreverses,1,bySetAnimationRepeatAutoreverses,setanimationrepeatautoreverses,,YES,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,562,"+ (void)setAnimationRepeatAutoreverses:(BOOL)repeatAutoreverses API_DEPRECATED(""Use the block-based animation API instead"", ios(2.0, 13.0)) API_UNAVAILABLE(visionos, watchos);",missing_both,review_class_member,,,,,,
UIView,class_method,setAnimationBeginsFromCurrentState,1,bySetAnimationBeginsFromCurrentState,setanimationbeginsfromcurrentstate,,YES,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,563,"+ (void)setAnimationBeginsFromCurrentState:(BOOL)fromCurrentState API_DEPRECATED(""Use the block-based animation API instead"", ios(2.0, 13.0)) API_UNAVAILABLE(visionos, watchos);",missing_both,review_class_member,,,,,,
UIView,property,overrideUserInterfaceStyle,,byOverrideUserInterfaceStyle,overrideuserinterfacestyle,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,571,"@property (nonatomic) UIUserInterfaceStyle overrideUserInterfaceStyle API_AVAILABLE(ios(13.0), tvos(13.0)) API_UNAVAILABLE(watchos);",missing_swift,add_swift_dsl,byOverrideUserInterfaceStyle,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:212; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:374,,
UIView,property,minimumContentSizeCategory,,byMinimumContentSizeCategory,minimumcontentsizecategory,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,593,"@property (nonatomic, copy, nullable) UIContentSizeCategory minimumContentSizeCategory API_AVAILABLE(ios(15.0)) API_UNAVAILABLE(watchos);",missing_swift,add_swift_dsl,byMinimumContentSizeCategory,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:214; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:384,,
UIView,property,maximumContentSizeCategory,,byMaximumContentSizeCategory,maximumcontentsizecategory,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,594,"@property (nonatomic, copy, nullable) UIContentSizeCategory maximumContentSizeCategory API_AVAILABLE(ios(15.0)) API_UNAVAILABLE(watchos);",missing_swift,add_swift_dsl,byMaximumContentSizeCategory,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.h:215; JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIView+DSLs/UIView+DSL/UIView+DSL.m:394,,
UIView,property,appliedContentSizeCategoryLimitsDescription,,byAppliedContentSizeCategoryLimitsDescription,appliedcontentsizecategorylimitsdescription,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,599,"@property (nonatomic, copy, readonly) NSString *appliedContentSizeCategoryLimitsDescription API_AVAILABLE(ios(15.0)) API_UNAVAILABLE(watchos);",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,property,traitOverrides,,byTraitOverrides,traitoverrides,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,606,"@property (nonatomic, readonly) id<UITraitOverrides> traitOverrides API_AVAILABLE(ios(17.0), tvos(17.0)) API_UNAVAILABLE(watchos);",missing_both,review_readonly_terminal_or_skip,,,,,,
UIView,instance_method,updateTraitsIfNeeded,0,byUpdateTraitsIfNeeded,updatetraitsifneeded,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,610,"- (void)updateTraitsIfNeeded API_AVAILABLE(ios(17.0), tvos(17.0)) API_UNAVAILABLE(watchos);",missing_both,add_both_if_chainable,,,,,,
UIView,instance_method,layoutGuideForLayoutRegion,1,byLayoutGuideForLayoutRegion,layoutguideforlayoutregion,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,618,- (UILayoutGuide *)layoutGuideForLayoutRegion:(UIViewLayoutRegion *)layoutRegion NS_REFINED_FOR_SWIFT;,missing_both,add_both_if_chainable,,,,,,
UIView,instance_method,edgeInsetsForLayoutRegion,1,byEdgeInsetsForLayoutRegion,edgeinsetsforlayoutregion,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,619,- (UIEdgeInsets)edgeInsetsForLayoutRegion:(UIViewLayoutRegion *)layoutRegion NS_REFINED_FOR_SWIFT;,missing_both,review_terminal_query,,,,,,
UIView,instance_method,directionalEdgeInsetsForLayoutRegion,1,byDirectionalEdgeInsetsForLayoutRegion,directionaledgeinsetsforlayoutregion,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,620,- (NSDirectionalEdgeInsets)directionalEdgeInsetsForLayoutRegion:(UIViewLayoutRegion *)layoutRegion NS_REFINED_FOR_SWIFT;,missing_both,review_terminal_query,,,,,,
UIView,property,cornerConfiguration,,byCornerConfiguration,cornerconfiguration,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIView.h,628,"@property (nonatomic, copy, nonnull) UICornerConfiguration *cornerConfiguration NS_REFINED_FOR_SWIFT;",missing_both,add_both_if_chainable,,,,,,
UIControl,property,enabled,,byEnabled,enabled,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,84,"@property(nonatomic,getter=isEnabled) BOOL enabled;",covered_both,ok,byEnabled,byEnabled,byEnabled,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIControl+DSLs/UIControl+DSL/UIControl+DSL.m:84,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIControl/UIControl+DSL.swift:21; JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIControl/UIControl+DSL.swift:84,JobsByPods/JobsByOCPods@Pods/Core/UIKit/UIControl/UIControl+Extra/UIControl+Extra.h:59; JobsByPods/JobsByOCPods@Pods/Core/UIKit/UIControl/UIControl+Extra/UIControl+Extra.m:131
UIControl,property,selected,,bySelected,selected,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,85,"@property(nonatomic,getter=isSelected) BOOL selected;",covered_both,ok,bySelected,bySelected,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIControl+DSLs/UIControl+DSL/UIControl+DSL.m:94,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIControl/UIControl+DSL.swift:27; JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIControl/UIControl+DSL.swift:90,
UIControl,property,highlighted,,byHighlighted,highlighted,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,86,"@property(nonatomic,getter=isHighlighted) BOOL highlighted;",covered_both,ok,byHighlighted,byHighlighted,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIControl+DSLs/UIControl+DSL/UIControl+DSL.m:104,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIControl/UIControl+DSL.swift:33; JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIControl/UIControl+DSL.swift:96,
UIControl,property,contentVerticalAlignment,,byContentVerticalAlignment,contentverticalalignment,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,87,@property(nonatomic) UIControlContentVerticalAlignment contentVerticalAlignment;,covered_both,ok,byContentVerticalAlignment,byContentVerticalAlignment,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIControl+DSLs/UIControl+DSL/UIControl+DSL.m:138,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIControl/UIControl+DSL.swift:106; JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIControl/UIControl+DSL.swift:46,
UIControl,property,contentHorizontalAlignment,,byContentHorizontalAlignment,contenthorizontalalignment,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,88,@property(nonatomic) UIControlContentHorizontalAlignment contentHorizontalAlignment;,covered_both,ok,byContentHorizontalAlignment,byContentHorizontalAlignment,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIControl+DSLs/UIControl+DSL/UIControl+DSL.m:128,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIControl/UIControl+DSL.swift:101; JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIControl/UIControl+DSL.swift:40,
UIControl,property,effectiveContentHorizontalAlignment,,byEffectiveContentHorizontalAlignment,effectivecontenthorizontalalignment,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,89,"@property(nonatomic, readonly) UIControlContentHorizontalAlignment effectiveContentHorizontalAlignment;",missing_both,review_readonly_terminal_or_skip,,,,,,
UIControl,property,state,,byState,state,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,91,"@property(nonatomic,readonly) UIControlState state;",missing_both,review_readonly_terminal_or_skip,,,,,,
UIControl,property,tracking,,byTracking,tracking,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,92,"@property(nonatomic,readonly,getter=isTracking) BOOL tracking;",missing_both,review_readonly_terminal_or_skip,,,,,,
UIControl,property,touchInside,,byTouchInside,touchinside,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,93,"@property(nonatomic,readonly,getter=isTouchInside) BOOL touchInside;",missing_both,review_readonly_terminal_or_skip,,,,,,
UIControl,instance_method,cancelTrackingWithEvent,1,byCancelTrackingWithEvent,canceltrackingwithevent,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,98,- (void)cancelTrackingWithEvent:(nullable UIEvent *)event;,missing_both,review_terminal_query,,,,,,
UIControl,instance_method,performPrimaryAction,0,byPerformPrimaryAction,performprimaryaction,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,116,- (void)performPrimaryAction API_AVAILABLE(ios(17.4)) API_UNAVAILABLE(watchos);,covered_both,review_terminal_query,byPerformPrimaryAction,byPerformPrimaryAction,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIControl+DSLs/UIControl+DSL/UIControl+DSL.m:306,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIControl/UIControl+DSL.swift:278,
UIControl,property,allTargets,,byAllTargets,alltargets,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,119,"@property(nonatomic,readonly) NSSet *allTargets;",missing_both,review_readonly_terminal_or_skip,,,,,,
UIControl,property,allControlEvents,,byAllControlEvents,allcontrolevents,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,120,"@property(nonatomic,readonly) UIControlEvents allControlEvents;",missing_both,review_readonly_terminal_or_skip,,,,,,
UIControl,instance_method,enumerateEventHandlers,1,byEnumerateEventHandlers,enumerateeventhandlers,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,125,"- (void)enumerateEventHandlers:(void (NS_NOESCAPE ^)(UIAction * _Nullable actionHandler, id _Nullable target, SEL _Nullable action, UIControlEvents controlEvents, BOOL *stop))iterator API_AVAILABLE(ios(14.0)) API_UNAVAILABLE(watchos);",missing_both,review_terminal_query,,,,,,
UIControl,instance_method,sendAction,1,bySendAction,sendaction,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,130,- (void)sendAction:(UIAction *)action API_AVAILABLE(ios(14.0)) API_UNAVAILABLE(watchos);,missing_swift,add_swift_dsl,bySendAction,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIControl+DSLs/UIControl+DSL/UIControl+DSL.m:182,,
UIControl,instance_method,sendActionsForControlEvents,1,bySendActionsForControlEvents,sendactionsforcontrolevents,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,132,- (void)sendActionsForControlEvents:(UIControlEvents)controlEvents;,missing_swift,add_swift_dsl,bySendActionsForControlEvents,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIControl+DSLs/UIControl+DSL/UIControl+DSL.m:193,,
UIControl,property,contextMenuInteraction,,byContextMenuInteraction,contextmenuinteraction,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,135,"@property (nonatomic, readonly, strong, nullable) UIContextMenuInteraction *contextMenuInteraction API_AVAILABLE(ios(14.0), tvos(17.0)) API_UNAVAILABLE(watchos);",missing_both,review_readonly_terminal_or_skip,,,,,,
UIControl,property,contextMenuInteractionEnabled,,byContextMenuInteractionEnabled,contextmenuinteractionenabled,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,137,"@property (nonatomic, readwrite, assign, getter = isContextMenuInteractionEnabled) BOOL contextMenuInteractionEnabled API_AVAILABLE(ios(14.0), tvos(17.0)) API_UNAVAILABLE(watchos);",missing_swift,add_swift_dsl,byContextMenuInteractionEnabled,,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIControl+DSLs/UIControl+DSL/UIControl+DSL.m:279,,
UIControl,property,showsMenuAsPrimaryAction,,byShowsMenuAsPrimaryAction,showsmenuasprimaryaction,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,139,"@property (nonatomic, readwrite, assign) BOOL showsMenuAsPrimaryAction API_AVAILABLE(ios(14.0), tvos(17.0)) API_UNAVAILABLE(watchos);",covered_both,ok,byShowsMenuAsPrimaryAction,byShowsMenuAsPrimaryAction,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIControl+DSLs/UIControl+DSL/UIControl+DSL.m:257,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIControl/UIControl+DSL.swift:112; JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIControl/UIControl+DSL.swift:54,
UIControl,instance_method,menuAttachmentPointForConfiguration,1,byMenuAttachmentPointForConfiguration,menuattachmentpointforconfiguration,,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,142,"- (CGPoint)menuAttachmentPointForConfiguration:(UIContextMenuConfiguration *)configuration API_AVAILABLE(ios(14.0), tvos(17.0)) API_UNAVAILABLE(watchos);",missing_both,review_terminal_query,,,,,,
UIControl,property,toolTip,,byToolTip,tooltip,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,145,"@property (nonatomic, copy, nullable) NSString *toolTip API_AVAILABLE(ios(15.0)) API_UNAVAILABLE(watchos, tvos);",covered_both,ok,byToolTip,byToolTip,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIControl+DSLs/UIControl+DSL/UIControl+DSL.m:283,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIControl/UIControl+DSL.swift:124; JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIControl/UIControl+DSL.swift:68,
UIControl,property,toolTipInteraction,,byToolTipInteraction,tooltipinteraction,YES,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,147,"@property (nonatomic, readonly, strong, nullable) UIToolTipInteraction *toolTipInteraction API_AVAILABLE(ios(15.0)) API_UNAVAILABLE(watchos, tvos);",missing_both,review_readonly_terminal_or_skip,,,,,,
UIControl,property,symbolAnimationEnabled,,bySymbolAnimationEnabled,symbolanimationenabled,NO,NO,System/Library/Frameworks/UIKit.framework/Headers/UIControl.h,151,"@property (nonatomic, getter=isSymbolAnimationEnabled) BOOL symbolAnimationEnabled API_AVAILABLE(ios(17.0), tvos(17.0)) API_UNAVAILABLE(watchos);",covered_both,ok,bySymbolAnimationEnabled,bySymbolAnimationEnabled,,JobsByPods/JobsOCDSL@Pods/Core/UIKit/UIControl+DSLs/UIControl+DSL/UIControl+DSL.m:294,JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIControl/UIControl+DSL.swift:130; JobsByPods/JobsSwiftDSL@Pods/UIKit/iOS.SDK/UIControl/UIControl+DSL.swift:75,
