source_module	target_module	edge_kind	weight
JobsByPods/SYSAlertControllerExtra@Pods	JobsByPods/WHToastExtra@Pods	calls	1
JobsByPods/SZTextViewExtra@Pods	JobsByPods/ManualByOCPods@Pods	calls	1
JobsByPods/TFPopupExtra@Pods	JobsByPods/ManualByOCPods@Pods	calls	1
JobsByPods/WHToastExtra@Pods	JobsByPods/GKCustomNavigationBarExtra@Pods	calls	1
JobsByPods/WHToastExtra@Pods	JobsByPods/JobsBaseUI@Pods	calls	1
JobsByPods/YTKNetworkExtra@Pods	JobsByPods/GKCustomNavigationBarExtra@Pods	calls	1
JobsByPods/YTKNetworkExtra@Pods	JobsByPods/JobsByOCPods@Pods	calls	1
JobsByPods/YTKNetworkExtra@Pods	JobsByPods/JobsDebug@Pods	calls	1
JobsByPods/YTKNetworkExtra@Pods	JobsByPods/JobsStringUtils@Pods	calls	1
JobsByPods/YTKNetworkExtra@Pods	JobsByPods/ManualByOCPods@Pods	calls	1
TODO	JobsByPods/JobsModel@Pods	calls	1
TODO	JobsByPods/ManualByOCPods@Pods	calls	1
